"1623,849","0,06535663","0,05460157","0,01744605","0,1785549","0,1748279","0,225846","0,01023634","0,01336181","0,01331726","0,01223477","0,01414637","0,02470629","0,01426256","0,01392125","0,01392238","0,01561314","0,0277204","0,01615149","0,01786961","0,01670241","0,01948604","0,0197169","0,02294789","0,02313237","0,02349083","0,03529914","0,03478475","0,03529781","0,03288146","0,03384888","0,02113672","0,04497211","0,04598349","0,01898907","0,03685527","0,03747129","0,01691774","0,03910162","0,04060102","0,01618117","0,01272495","0,01307816","0,00963867","0,01311323","0,01313267","0,009071658","0,01868041","0,01945087","0,03970058","0,02033","0,0265602","0,02","0,01761054","0,01387814","0,03877094","0,03127973","0,02440157","0,02044818","0,01686173","0,01244148","0,01786654","0,01267119","0,01444534","0,01901527","0,01848405","0,01820485","0,0110879","0,01015778","0,01418775","0,01870667","0,01027804","0,01354349","0,02305854","0,01726465","0,02231249","0,01552849","0,01194681","0,01247872","0,01699423","0,01289357","0,004012489","0,005594915","0,01621394","0,01413743","0,01686176","0,01474109","0,007895881","0,0073644","0,007033989","0,000614375","0,0263419","0,03813199","0,04552418","0,0431852","0,0378724","0,04108082","0,04105766","0,0465977","0,03776837","0,04053528","0,0394231","0,04297591","0,03158019","0,0363314","0,04220642","0,04514153","0,04618141","0,05241904","0,06159315","0,04788841","0,04876337","0,05370735","0,04068939","0,04575064","0,05678369","0,04801444","0,05232391","0,06012468","0,05826483","0,05160299","0,05260267","0,06192119","0,05445311","0,05111743","0,04978529","0,04579191","0,04680225","0,07017636","0,05943957","0,05922879","0,06116373","0,0551544","0,04616648","0,04601016","0,05892638","0,06454314","0,05902803","0,04161756","0,04599877","0,04750451","0,05096706","0,04916934","0,04977924","0,04940121","0,05417007","0,03428159","0,04250775","0,01707993","0,01747933","0,02181109","0,01524146","0,0182498","0,009525805","0,02034445","0,02257453","0,02463047","0,02883125","0,02870434","0,02529705","0,01920529","0,02134907","0,0145575","0,01662797","0,01572231","0,01982131"
"1625,778","0,0666427","0,05756441","0,01865049","0,1850844","0,1770789","0,2302647","0,009424853","0,01763431","0,01773363","0,01225106","0,01533228","0,02665686","0,01322331","0,01519067","0,01515842","0,01333567","0,02999754","0,01794899","0,01561301","0,0140521","0,01660315","0,01642153","0,02509631","0,02568257","0,02029574","0,03592105","0,03545241","0,03184231","0,03352534","0,03430267","0,02040268","0,04549563","0,04628995","0,01859249","0,03764708","0,03814194","0,0159275","0,0397416","0,040891","0,01431358","0,01304579","0,01336024","0,009355681","0,01265672","0,01266075","0,008473016","0,0190241","0,01988999","0,04067761","0,02179357","0,02767032","0,0219","0,01910137","0,01644706","0,03897655","0,03126815","0,02568472","0,02286889","0,01946695","0,01480633","0,01981462","0,01369827","0,01587305","0,01930033","0,01908576","0,01871528","0,01387141","0,01199119","0,01565278","0,01878952","0,01277378","0,01574691","0,02451297","0,01830699","0,02356702","0,01652075","0,01250034","0,01300687","0,01866263","0,0161713","0,008611801","0,01024106","0,02019367","0,01799779","0,0173362","0,01620913","0,01036317","0,01163073","0,01102492","0,006880121","0,0318385","0,04307011","0,04944246","0,04781057","0,04364302","0,04752177","0,04614353","0,0510345","0,042051","0,04512424","0,04187024","0,04829137","0,037677","0,04122354","0,04618716","0,04592883","0,04853062","0,05531089","0,06363768","0,0496381","0,0503885","0,05663954","0,04458201","0,04864105","0,05899853","0,05016377","0,05469804","0,06069991","0,06002469","0,05465715","0,05583403","0,06369066","0,05667264","0,05515967","0,05379608","0,04887182","0,0496021","0,06933799","0,06153642","0,06034332","0,06313917","0,05807564","0,04974126","0,04881509","0,06001773","0,06545301","0,06139293","0,0451813","0,04898905","0,04995477","0,0525575","0,05096367","0,05044521","0,05046333","0,05657035","0,03723376","0,04479509","0,01815147","0,01837146","0,02214287","0,01941819","0,02327453","0,01387715","0,02042581","0,02256553","0,02337875","0,02828295","0,02799373","0,02405543","0,01790072","0,02118769","0,01560943","0,01793162","0,01688243","0,02065033"
"1627,706","0,06589101","0,05637914","0,01862721","0,1751166","0,1678874","0,2127976","0,008455042","0,01748444","0,01762068","0,0114971","0,01497126","0,02630849","0,01233528","0,01506267","0,01493909","0,01248533","0,0293168","0,01772048","0,01427975","0,01200836","0,01401658","0,01356469","0,02467672","0,02530098","0,01730331","0,03552885","0,03519978","0,02912872","0,03334322","0,03388882","0,02054565","0,04491626","0,04582295","0,01846286","0,03715748","0,03776374","0,0152276","0,03947819","0,04037606","0,01381897","0,01308335","0,0131174","0,006984254","0,01234929","0,01258632","0,006148565","0,01876492","0,01948878","0,03935153","0,0211226","0,0268799","0,0214","0,01877236","0,01611682","0,03855099","0,03089942","0,02540499","0,02262552","0,01926088","0,01498436","0,01984743","0,01381106","0,01609678","0,01956256","0,01909929","0,01881201","0,01344646","0,0118456","0,01564062","0,01873645","0,0127401","0,01581927","0,02438783","0,01835158","0,02373913","0,01615437","0,01206746","0,01287923","0,01861743","0,01579309","0,008374538","0,009327108","0,01955185","0,01727486","0,01719488","0,01614966","0,009956423","0,01097401","0,01050477","0,00620133","0,03111154","0,04254677","0,04858261","0,04695598","0,04279926","0,04626359","0,04502456","0,05017136","0,04092569","0,04424847","0,04085962","0,04720931","0,03652418","0,04029414","0,04506208","0,04554729","0,04787919","0,0547923","0,06302936","0,0493839","0,04980387","0,05617618","0,04427452","0,04829819","0,05874749","0,04987467","0,05465448","0,06061224","0,05986949","0,05434521","0,05560461","0,06378203","0,05636661","0,05473577","0,05343575","0,0486548","0,04932648","0,06892601","0,06135938","0,06017267","0,06292421","0,05770406","0,04918942","0,04841367","0,05972956","0,06512491","0,06112883","0,04495819","0,04862938","0,04993496","0,05225656","0,0507888","0,05017236","0,05037272","0,05612109","0,03684138","0,04444087","0,01792461","0,01812293","0,02188005","0,01881499","0,02288663","0,0136532","0,02025949","0,02249349","0,02310232","0,02814039","0,02800699","0,02404541","0,01796722","0,0209986","0,01565405","0,01772673","0,01694117","0,02062191"
"1629,635","0,06574666","0,05786166","0,01923293","0,1617829","0,1521349","0,1895397","0,007508798","0,01902226","0,01921869","0,01076242","0,01413555","0,02538416","0,0113159","0,0140815","0,01417765","0,01053634","0,02799741","0,01718161","0,01325467","0,01147359","0,01323728","0,01256009","0,02383317","0,02437003","0,01728731","0,03561096","0,03557798","0,0285364","0,03354635","0,03399624","0,01956956","0,04515847","0,04626164","0,01804925","0,03744482","0,03776819","0,01468347","0,03973935","0,04053812","0,01269817","0,0132998","0,01338047","0,007502898","0,01138556","0,01146965","0,00702254","0,01762927","0,01809788","0,03868176","0,02059366","0,02560461","0,0206","0,01779228","0,01628408","0,03639023","0,02820272","0,02341991","0,02183883","0,01899838","0,01493909","0,01934103","0,01279108","0,01530616","0,01766592","0,01714597","0,01666702","0,01403982","0,01205697","0,01483904","0,01649369","0,01242985","0,01534199","0,02287273","0,01653114","0,02154677","0,01502412","0,01089395","0,01158064","0,01790345","0,0162254","0,01025975","0,01098512","0,02043561","0,01784565","0,01567384","0,01537862","0,01048702","0,01239266","0,0117914","0,008783594","0,03497311","0,04561147","0,05090577","0,05021997","0,04713149","0,05100134","0,04858917","0,05299069","0,04381965","0,0473252","0,04219127","0,05123966","0,04082482","0,04380118","0,0484056","0,04560484","0,04903693","0,05612607","0,06374142","0,04978871","0,05034816","0,05736445","0,04612109","0,04955185","0,05969059","0,05024627","0,05542392","0,05988687","0,060007","0,05538417","0,05720834","0,06400385","0,0569538","0,05658718","0,05526897","0,0501628","0,05027417","0,06745162","0,0616591","0,0600678","0,06370302","0,05902924","0,05111169","0,04954212","0,05981074","0,06503938","0,0618978","0,04675501","0,04987571","0,050895","0,05247583","0,05116678","0,05000778","0,05019858","0,0572009","0,03854639","0,04521314","0,01616366","0,01629694","0,01938469","0,02016209","0,02422517","0,0151086","0,01816815","0,01998941","0,01949023","0,02459452","0,02498529","0,02075608","0,0150813","0,01856548","0,01469657","0,01641668","0,01601488","0,01869857"
"1631,563","0,06745096","0,05987345","0,02013675","0,159844","0,149721","0,1842797","0,007922268","0,01980137","0,01993446","0,01110989","0,01378678","0,02550797","0,01141801","0,01380836","0,01416841","0,01090907","0,02804117","0,01734976","0,01338105","0,01236566","0,01435327","0,01361419","0,02391547","0,0243531","0,01878111","0,03622633","0,03618678","0,03006919","0,03433265","0,0348135","0,02001221","0,04609006","0,04731345","0,01869155","0,03820207","0,0383547","0,0153874","0,04065355","0,04155255","0,01326499","0,01336878","0,01346703","0,008075595","0,01131716","0,01123772","0,007679751","0,01776245","0,0181713","0,03902972","0,02102531","0,02624151","0,0211","0,01844301","0,01718678","0,03677008","0,02820834","0,02367547","0,02240947","0,01987455","0,01576302","0,02003049","0,0137523","0,01637642","0,01803505","0,01775093","0,01678","0,01506747","0,01314325","0,01551499","0,01688016","0,01355553","0,01634958","0,02358125","0,01682453","0,02169192","0,01584876","0,01151789","0,01222649","0,01880734","0,01739483","0,01183372","0,0122303","0,02146868","0,01859585","0,01623702","0,0158334","0,01160388","0,01376445","0,01296877","0,01056662","0,03740342","0,04768246","0,05298111","0,05215051","0,04962903","0,05386573","0,05088688","0,05512893","0,04626201","0,04951939","0,04412569","0,05391543","0,04353412","0,04644896","0,05078918","0,04705874","0,05084162","0,05786753","0,06546865","0,0514338","0,05213994","0,05916921","0,04787202","0,05116599","0,06141282","0,05159885","0,05686538","0,0610196","0,06147682","0,05723507","0,0589032","0,06526848","0,05879931","0,05851768","0,05714961","0,05180946","0,0519518","0,06856641","0,06338786","0,06178774","0,06558185","0,06090926","0,05328184","0,0510831","0,06144827","0,06661759","0,0636681","0,0482919","0,05131039","0,05246506","0,05384112","0,05251513","0,05139315","0,05145816","0,05910307","0,04033631","0,04676169","0,01651999","0,01665689","0,01970799","0,02133056","0,02489117","0,01615221","0,01869895","0,02001769","0,01943056","0,0244979","0,02522457","0,02072272","0,01514796","0,01863603","0,01531134","0,01710609","0,0166509","0,01906298"
"1633,492","0,06801467","0,05683467","0,0201312","0,164451","0,1595908","0,1924938","0,009239572","0,01636792","0,01628167","0,01215298","0,01402616","0,02595878","0,01268139","0,01435228","0,01441396","0,01413473","0,02836054","0,01752456","0,01556533","0,01507128","0,01726586","0,01713945","0,02394187","0,0244918","0,02116632","0,03629527","0,03577736","0,03323683","0,03421576","0,03508804","0,02192406","0,04610392","0,04728833","0,01989068","0,03790708","0,03811651","0,01657881","0,04038602","0,04170283","0,01598552","0,0129416","0,0129996","0,007846722","0,01293337","0,01281152","0,007427458","0,01949432","0,02011256","0,03859035","0,02126117","0,02787215","0,0219","0,01955251","0,01672579","0,03972348","0,03153031","0,02587079","0,02309914","0,02026359","0,01634913","0,02115126","0,0161865","0,01872573","0,02144883","0,0213102","0,02013179","0,01409389","0,01352996","0,01670689","0,02070311","0,01442023","0,01773629","0,02613814","0,01958281","0,02443873","0,01808711","0,01350296","0,01476512","0,02026626","0,01670988","0,009117268","0,008824744","0,01923501","0,01678771","0,01863783","0,01707569","0,01128662","0,01148802","0,01066458","0,006041508","0,03186043","0,04301494","0,04957439","0,04703222","0,04293157","0,04641319","0,04508017","0,05115399","0,0420779","0,0447811","0,04245217","0,04774066","0,0369189","0,04138996","0,04632058","0,04755763","0,0494781","0,05567629","0,06468833","0,05111042","0,05187566","0,05746156","0,04477889","0,04937091","0,06044514","0,05083916","0,05592186","0,06264445","0,0613369","0,05564356","0,05642223","0,0651534","0,05830852","0,05544425","0,05403617","0,0497199","0,05056692","0,07155319","0,06342658","0,0628986","0,06516802","0,05911724","0,05048064","0,04931761","0,06210269","0,06747151","0,06267603","0,04542926","0,04909484","0,05124746","0,05344639","0,05208275","0,05241631","0,05190866","0,05789608","0,03784091","0,04548816","0,01828851","0,01874254","0,02284517","0,0181837","0,02118845","0,01313215","0,02189172","0,02321342","0,0242025","0,02901797","0,02979199","0,02535795","0,01954464","0,02158566","0,0167531","0,01863607","0,01801792","0,02137312"
"1635,421","0,06356453","0,04454923","0,01699943","0,1737199","0,1797921","0,2149815","0,0111122","0,007739212","0,007232212","0,012973","0,01365891","0,02466575","0,01539307","0,01423212","0,01376547","0,02013231","0,02735614","0,01600862","0,02145774","0,02046846","0,02268633","0,02415822","0,02243578","0,02292271","0,02557186","0,03385952","0,03279477","0,03798377","0,03086761","0,03198881","0,02451175","0,04218597","0,04341004","0,02073053","0,03438605","0,03486474","0,01786415","0,03637074","0,03835206","0,0203441","0,01158809","0,01155525","0,01041394","0,01600866","0,0157545","0,00949065","0,0215919","0,02270759","0,03430636","0,01861248","0,02767131","0,0201","0,01891901","0,0124019","0,04215552","0,03606914","0,02746643","0,02085031","0,01667759","0,01313946","0,01987816","0,01608165","0,01879333","0,02504063","0,02471681","0,02391424","0,008788159","0,01044174","0,01653854","0,02506833","0,01138766","0,01572698","0,02755125","0,02189423","0,02708595","0,01902358","0,01439961","0,01684234","0,02025775","0,01122772","-0,0008078843","-0,001440959","0,01145199","0,009862083","0,02049667","0,01690434","0,006269027","0,002752434","0,00229915","-0,007777018","0,01409605","0,0271991","0,0361776","0,03102203","0,02268948","0,02406985","0,02747508","0,03609708","0,02635465","0,02862424","0,03256967","0,02788868","0,01612635","0,02359143","0,03131188","0,04323486","0,04067418","0,04519344","0,05665818","0,04418973","0,04467036","0,04707535","0,0326101","0,03955008","0,0520331","0,04399866","0,04815842","0,06005539","0,05439801","0,04547068","0,04563101","0,05899565","0,05040059","0,04221759","0,04099655","0,03924369","0,0415753","0,07196993","0,0568389","0,05834884","0,05769286","0,04902358","0,03820955","0,03992794","0,05706008","0,06276818","0,05453113","0,03423727","0,03867749","0,04310004","0,04753708","0,04557529","0,04876975","0,04695462","0,04859062","0,0273194","0,03739284","0,01874219","0,02002671","0,02679852","0,007677828","0,01055565","0,003950493","0,02580436","0,02779905","0,0320319","0,03644363","0,03686367","0,03286839","0,02671539","0,02623869","0,0168991","0,01805761","0,01758621","0,02346373"
"1637,349","0,06304818","0,04747428","0,01670954","0,1983182","0,1967532","0,2489034","0,01074306","0,01351711","0,01321225","0,0135544","0,01482282","0,02643961","0,01586542","0,01520982","0,01523951","0,01772797","0,03013656","0,01789692","0,01906374","0,01740949","0,01992575","0,02044689","0,02500901","0,02532013","0,02176559","0,03366144","0,03300096","0,03252135","0,0307774","0,03118388","0,02219392","0,04156549","0,04291577","0,01925097","0,0345424","0,03494632","0,01690127","0,03629512","0,03783784","0,01697941","0,01234261","0,01232536","0,01082971","0,0147667","0,01489564","0,009973442","0,02107348","0,02215863","0,03519381","0,01930709","0,02722316","0,0212","0,01959691","0,01482872","0,04037173","0,03451112","0,02727713","0,0221807","0,01781886","0,01403328","0,02052908","0,01510778","0,01794909","0,02320636","0,02296107","0,0223643","0,01214058","0,01173992","0,01752397","0,02269897","0,01217792","0,01618154","0,02691258","0,02102844","0,02681251","0,01818156","0,01302445","0,01533561","0,02110312","0,01406853","0,004090215","0,004589037","0,01675627","0,01450029","0,01948829","0,01674201","0,007848274","0,007575148","0,006939642","-0,000563741","0,01981178","0,03181301","0,03927187","0,03606616","0,02903727","0,03141303","0,03319427","0,03976157","0,02993023","0,03290245","0,03358611","0,03354141","0,02256894","0,0282868","0,03540827","0,04166067","0,04116992","0,04656502","0,05640694","0,04368007","0,04372656","0,04782148","0,03483458","0,04085332","0,05180267","0,04372396","0,04771249","0,05713358","0,05329308","0,04656981","0,04730868","0,0582094","0,05007783","0,04476853","0,04357679","0,04088645","0,04240537","0,06795333","0,05589074","0,05641906","0,05732308","0,0500579","0,04051527","0,04086806","0,05524202","0,06072167","0,05465655","0,03663851","0,04016088","0,04350324","0,04740354","0,0449813","0,04677859","0,04528857","0,04895348","0,02906268","0,03798261","0,01882205","0,01955615","0,02598474","0,01255282","0,01700546","0,009067598","0,02453183","0,02664052","0,0294822","0,03443945","0,03465335","0,02998228","0,02381738","0,02539677","0,01699412","0,01844543","0,01815309","0,02331683"
"1639,278","0,06778555","0,05691116","0,01956956","0,2266532","0,2147912","0,2821027","0,01060448","0,0220166","0,0221823","0,01485179","0,01720643","0,03119456","0,0156602","0,01769156","0,01789865","0,01527911","0,03513668","0,02164998","0,01669022","0,01518172","0,01892919","0,01800521","0,02974923","0,03026063","0,02005166","0,03550893","0,03530287","0,03088924","0,03309585","0,03360097","0,02089436","0,04440398","0,04542639","0,01882301","0,03721997","0,03744182","0,01624256","0,03915611","0,04011604","0,01429427","0,01322782","0,01338785","0,01165762","0,01421035","0,01452554","0,01130631","0,02247228","0,02336595","0,04031465","0,02379019","0,03054265","0,0258","0,02351888","0,02085337","0,04217476","0,03539133","0,0300741","0,02754804","0,02341693","0,01942145","0,02528841","0,01807695","0,02068827","0,0243586","0,02397194","0,02309397","0,01897204","0,01683142","0,02095604","0,02289484","0,01692956","0,02073536","0,02961264","0,02278301","0,02884004","0,02066621","0,01475892","0,01624634","0,02479384","0,02131935","0,01430232","0,01523848","0,02620452","0,02336896","0,02101352","0,0194885","0,01348611","0,01729786","0,0162944","0,01234527","0,03302423","0,04363423","0,04912003","0,04767732","0,04343446","0,04736903","0,04571427","0,05082415","0,04114056","0,04452816","0,0408725","0,04736792","0,03720087","0,04078929","0,04616475","0,04502651","0,0476565","0,05423089","0,06229823","0,04869302","0,04887593","0,05531416","0,04328501","0,04802554","0,05802709","0,04892247","0,05323584","0,05945325","0,05836154","0,05385294","0,05497682","0,06295011","0,05600772","0,05418377","0,05293192","0,04845157","0,04911187","0,06823351","0,06104199","0,05997599","0,06311323","0,05747381","0,04930012","0,0477575","0,05918676","0,06416507","0,06050935","0,04460614","0,04765483","0,04953053","0,05174824","0,04960399","0,04967881","0,04888368","0,05558484","0,03634278","0,04367648","0,02169913","0,02185677","0,0270242","0,02197752","0,02822273","0,01820212","0,0247515","0,02713109","0,02774883","0,03340044","0,03366499","0,02820035","0,02187022","0,02543868","0,01967159","0,02159656","0,02118702","0,02538135"
"1641,206","0,06988897","0,06029299","0,0210386","0,2468208","0,231053","0,3061145","0,01173141","0,02540682","0,0255747","0,01614251","0,01906647","0,03504221","0,01624538","0,01956381","0,01971219","0,01585367","0,03917605","0,02432184","0,01744063","0,01614485","0,02075087","0,01960811","0,03364963","0,03430568","0,02143835","0,03609561","0,03593293","0,03259378","0,03369574","0,03442105","0,02071333","0,04542094","0,04620083","0,01907686","0,03797983","0,03814085","0,01615293","0,03997288","0,04088994","0,0139969","0,01348607","0,01349773","0,01481318","0,01537161","0,01553237","0,01414592","0,02493626","0,02584212","0,04335431","0,02714453","0,03396965","0,0295","0,02693972","0,02437245","0,04501916","0,03811267","0,03313955","0,03152991","0,0274143","0,02320472","0,02914172","0,02078347","0,02336892","0,02684338","0,02629086","0,02507079","0,02285984","0,02028775","0,02393826","0,02480303","0,02040803","0,02407591","0,03267926","0,02513173","0,03161671","0,02349573","0,01689304","0,01778258","0,02791508","0,02562995","0,01928703","0,02057531","0,03127627","0,02819062","0,02307119","0,02202228","0,01643237","0,02220898","0,02111672","0,0179992","0,03706582","0,04737102","0,05187032","0,05111459","0,04786713","0,05185654","0,04939133","0,05418302","0,04432618","0,04796037","0,04309971","0,05156049","0,04165655","0,0446036","0,0494993","0,04622313","0,04970682","0,05649445","0,06408784","0,05017749","0,05058501","0,05754481","0,04590636","0,04982554","0,05983724","0,05023931","0,05483","0,0600143","0,05991243","0,05584442","0,05711998","0,06417149","0,05766989","0,05678512","0,05551337","0,05044614","0,05082344","0,06851202","0,06260747","0,06109492","0,06477156","0,05960654","0,05169879","0,04990619","0,06062188","0,06529994","0,06225743","0,04688064","0,04969835","0,05131177","0,05304478","0,05102921","0,05046505","0,05011003","0,05764435","0,03854168","0,04524742","0,02451255","0,02432226","0,02917074","0,02627607","0,03392601","0,02285149","0,02646479","0,02908542","0,02895832","0,03501994","0,03523154","0,02941759","0,02281528","0,02702988","0,0217464","0,02384426","0,02331777","0,02774763"
"1643,135","0,07193439","0,06132656","0,02182367","0,2622798","0,2464346","0,3220937","0,01287251","0,02603765","0,02585679","0,01702238","0,02087628","0,03884218","0,01688774","0,02149426","0,02163289","0,01746995","0,04326642","0,02687979","0,01847441","0,01702727","0,02136964","0,02044214","0,03764549","0,03829825","0,02117648","0,03632409","0,03611552","0,03286824","0,03421974","0,03496115","0,02084256","0,04607743","0,04697835","0,01922413","0,03825522","0,0384953","0,01630107","0,04041519","0,04158179","0,01429691","0,01345398","0,01336544","0,0155901","0,01760391","0,01771579","0,01387862","0,02837034","0,02959494","0,04629106","0,0308727","0,03878656","0,0332","0,03084125","0,02721088","0,05004559","0,04327992","0,03798956","0,03595733","0,03169259","0,02729721","0,0336047","0,02510919","0,02764465","0,03168586","0,03117644","0,02931134","0,02578664","0,02336655","0,02752502","0,02928227","0,02433915","0,02814374","0,03718066","0,02942932","0,03668784","0,02751793","0,02005332","0,02070165","0,03156786","0,02878781","0,02155286","0,02298482","0,03419601","0,03118747","0,02629603","0,02525238","0,0188544","0,02475413","0,02365959","0,0196546","0,03645354","0,0471087","0,0515149","0,05031278","0,04666687","0,05038437","0,04850895","0,05358278","0,04381859","0,04723014","0,04334044","0,05072188","0,04055565","0,04402554","0,04901204","0,0473225","0,05005972","0,05681862","0,06481906","0,05110848","0,05132736","0,05794715","0,04588887","0,05000001","0,06039712","0,05071503","0,05569105","0,06141968","0,06099741","0,05638752","0,05728448","0,06523097","0,05849986","0,05659488","0,05511716","0,05063616","0,05118937","0,07047942","0,06365027","0,06247385","0,06568024","0,06013127","0,05182025","0,05025363","0,06181501","0,06668953","0,06292326","0,0467707","0,04981424","0,05169897","0,05384682","0,05195747","0,05165031","0,0512589","0,05838883","0,03893781","0,0456093","0,0280471","0,02819929","0,0333107","0,0283187","0,03706029","0,02529923","0,03016224","0,03305126","0,03321379","0,03978336","0,03974647","0,03352816","0,026731","0,03064284","0,02426014","0,02661913","0,02618203","0,03152379"
"1645,063","0,07245386","0,05612987","0,0214888","0,2686616","0,2600351","0,32657","0,01441557","0,02188716","0,02124457","0,01786046","0,0224003","0,0418594","0,01880869","0,02358038","0,02335788","0,02191253","0,04630783","0,02848772","0,01953265","0,01763952","0,02119523","0,02080776","0,0404813","0,04107722","0,0187826","0,03516144","0,03504598","0,03151117","0,03308899","0,03388531","0,02278113","0,04500052","0,04592511","0,01994976","0,03667846","0,03714662","0,01742156","0,03906561","0,04069067","0,01673254","0,01212426","0,01244741","0,01351236","0,02140389","0,02154144","0,01057402","0,03305437","0,03466982","0,04676671","0,03256435","0,04307143","0,0362","0,03452726","0,02765619","0,05585331","0,050546","0,04341033","0,03847564","0,03332644","0,0290609","0,03651221","0,02900451","0,03132591","0,03776927","0,03747096","0,03504289","0,02538901","0,02446232","0,03068408","0,03550192","0,02595488","0,03040176","0,04150318","0,03433025","0,04259227","0,03197518","0,02372558","0,02461725","0,03511129","0,02896306","0,01813986","0,01864548","0,03216218","0,02977041","0,03078455","0,02814417","0,01861853","0,02207816","0,0213575","0,01312618","0,02639926","0,03830501","0,04453638","0,04092984","0,03466351","0,03709696","0,0382829","0,04506212","0,03537055","0,03810222","0,03893059","0,03936785","0,02794002","0,03399799","0,03990982","0,0472062","0,04650376","0,05231082","0,06255918","0,0495038","0,04970827","0,05397643","0,04032435","0,04639697","0,05779398","0,0487432","0,05337321","0,06316538","0,05998668","0,05277565","0,05258734","0,06442188","0,05664365","0,05020966","0,04881153","0,04623691","0,04799745","0,07395672","0,06236467","0,06298037","0,06367455","0,05598386","0,04652633","0,04629537","0,06134912","0,06687126","0,06055974","0,04124096","0,04545464","0,04908308","0,05236031","0,05041384","0,05199445","0,05090759","0,05515812","0,03434842","0,04273794","0,03190389","0,03304751","0,03971215","0,02470646","0,03422698","0,02267775","0,03607929","0,03956891","0,04206159","0,04909321","0,04846894","0,04226021","0,03506509","0,03716936","0,02742383","0,0298936","0,02949734","0,03682064"
"1646,992","0,06968337","0,04693099","0,01898941","0,2447433","0,2475644","0,2841863","0,0153424","0,01554761","0,01503025","0,01857247","0,02273895","0,04192468","0,02111557","0,02506131","0,02391036","0,02693063","0,04682934","0,02814873","0,02199676","0,02048441","0,02362761","0,0238262","0,0408875","0,0410904","0,01811833","0,03226563","0,03244694","0,03112493","0,02942443","0,03032096","0,02442229","0,04122435","0,04247526","0,02026112","0,03319513","0,03400791","0,01845114","0,03537196","0,0374645","0,01972803","0,01051872","0,01096504","0,01238267","0,02553187","0,02532311","0,00848278","0,03693531","0,03867604","0,04313898","0,02954943","0,04246463","0,0348","0,03406414","0,02373647","0,05666022","0,05416088","0,04401919","0,03532879","0,02890743","0,02491903","0,03402659","0,02719726","0,02954734","0,03923219","0,03926988","0,03663311","0,02022429","0,02142694","0,03039902","0,03783849","0,02161819","0,02716668","0,04119381","0,03477987","0,04363841","0,03237572","0,02361358","0,02542695","0,0355811","0,0243544","0,009206877","0,008543839","0,02488366","0,02337431","0,03172695","0,0267496","0,01317044","0,0141794","0,01426314","0,0004869456","0,009783995","0,02289547","0,03153066","0,02525048","0,0156434","0,01656112","0,0216239","0,0302741","0,01987299","0,02248763","0,02859674","0,0208808","0,007956588","0,01720319","0,02485885","0,04341594","0,03859738","0,04241972","0,0551559","0,04300649","0,04311779","0,04421912","0,02919966","0,03725491","0,05011572","0,04201282","0,04532972","0,06048204","0,05320296","0,04340469","0,04265298","0,05835998","0,04899179","0,03792176","0,03688196","0,03608463","0,03932544","0,07368813","0,05543013","0,05822603","0,05576692","0,04583021","0,03516029","0,0369978","0,05596069","0,06221158","0,05311072","0,03052438","0,03564005","0,04131912","0,04622121","0,04358961","0,04772939","0,04522274","0,0461674","0,024293","0,03468988","0,0321102","0,03351771","0,04264823","0,01557619","0,02527594","0,01486379","0,03912685","0,04326001","0,04902439","0,05577841","0,05499416","0,04867874","0,0415275","0,04182993","0,02752315","0,02910034","0,02944315","0,03821878"
"1648,921","0,07419882","0,05750555","0,02169293","0,2241468","0,2186562","0,2401667","0,01454616","0,02334378","0,02305882","0,01877693","0,02359979","0,04301567","0,02014383","0,02559396","0,02483762","0,02298276","0,0481335","0,02952262","0,02194933","0,02043127","0,02512847","0,02421676","0,04219948","0,04242035","0,02029574","0,03439186","0,03414715","0,03274074","0,03166215","0,0325611","0,02242416","0,04362177","0,0445583","0,01960849","0,03563358","0,03645567","0,01735317","0,03806673","0,03936774","0,01670744","0,0119053","0,01182779","0,01671873","0,02358111","0,02382221","0,01315586","0,03633749","0,03773129","0,0465392","0,03117202","0,04214584","0,0352","0,03328534","0,02622486","0,05422383","0,05000629","0,04253285","0,03753158","0,03181964","0,02758338","0,03563502","0,02734463","0,02990006","0,03697388","0,03700823","0,03428094","0,02373458","0,02340018","0,03002907","0,0348898","0,02405879","0,02938607","0,04088797","0,03337603","0,04172016","0,03092012","0,02177897","0,02366197","0,03516201","0,02791985","0,01690465","0,01640453","0,03057976","0,0284228","0,02959898","0,02634042","0,01605617","0,02118393","0,02043543","0,01149901","0,0228743","0,03469936","0,0413541","0,03727639","0,03053224","0,03309156","0,03469861","0,04162497","0,0311323","0,03437055","0,03481092","0,03519478","0,02358101","0,03001977","0,03629026","0,04581758","0,04483021","0,05041946","0,0604785","0,04713972","0,04718648","0,05148412","0,03784634","0,04361134","0,05551345","0,04636497","0,05036286","0,06081926","0,05690435","0,04981614","0,05008263","0,06182246","0,05353259","0,04748189","0,04621594","0,04330877","0,04505014","0,0724126","0,05921136","0,05988117","0,06051902","0,05295629","0,04338661","0,04345025","0,05878012","0,06451224","0,05821455","0,03855186","0,04234641","0,04610539","0,04961841","0,04752189","0,04932919","0,04767831","0,05216774","0,03131185","0,03975061","0,03144669","0,0318324","0,03960441","0,02293151","0,03251153","0,02168095","0,03625792","0,03930132","0,04229396","0,04939348","0,04948853","0,04232997","0,03556931","0,03793221","0,02769984","0,02909123","0,02948368","0,03630543"
